Concurso;bola 1;bola 2;bola 3;bola 4;bola 5;bola 6;bola 7;bola 8;bola 9;bola 10;bola 11;bola 12;bola 13;bola 14;bola 15
2556;2;18;1;21;15;22;24;11;10;23;20;5;12;17;25
2557;4;5;2;17;7;22;21;9;3;8;11;12;6;10;18
2558;16;6;14;10;25;4;3;20;15;5;22;24;21;17;12
2559;7;19;25;3;12;16;17;1;5;14;13;9;21;8;10
2560;4;8;16;9;20;5;6;1;11;2;14;25;23;18;24
2561;3;15;6;1;12;5;16;23;2;17;21;13;18;20;7
2562;7;17;14;2;22;3;21;11;24;9;10;25;6;16;20
2563;21;3;8;23;25;15;6;17;18;9;19;12;24;22;4
2564;22;6;15;18;16;25;23;21;17;11;8;24;4;2;7
2565;22;7;9;20;18;11;12;25;15;14;2;1;16;5;10
2566;24;11;16;2;15;1;21;23;12;14;19;20;10;13;18
2567;19;13;4;12;1;20;3;21;24;2;14;7;11;5;15
2568;2;15;17;12;6;20;22;4;9;1;14;8;24;21;11
2569;17;22;18;23;5;16;19;3;12;21;15;13;20;14;25
2570;9;3;7;11;18;23;13;5;1;16;25;20;10;6;4
2571;16;5;20;21;2;25;14;10;17;7;15;19;4;24;23
2572;5;9;11;14;24;3;1;7;12;13;16;21;8;23;15
2573;10;23;2;17;20;22;19;15;6;12;16;11;18;13;9
2574;7;14;17;19;9;2;21;20;25;12;1;3;11;10;16
2575;6;16;8;21;14;2;3;10;11;7;17;15;5;23;25
2576;1;21;13;10;2;16;25;24;6;15;5;19;7;18;20
2577;6;13;4;20;25;24;12;1;14;8;18;9;23;21;7
2578;1;9;22;14;7;4;12;16;10;2;20;3;15;25;8
2579;12;22;16;1;17;19;25;10;23;15;7;3;18;8;4
2580;14;8;11;13;15;25;22;7;16;5;1;18;12;20;10
2581;20;22;8;19;21;7;15;1;17;2;4;12;16;11;3
2582;8;12;13;5;19;3;11;15;1;24;16;21;18;10;4
2583;7;2;23;5;14;15;11;24;13;10;19;1;18;8;16
2584;24;4;8;12;14;7;11;15;22;5;13;16;3;23;10
2585;17;23;25;7;12;22;21;6;18;10;8;24;4;20;3
2586;21;8;7;12;24;22;18;13;19;15;1;20;2;23;16
2587;4;24;11;13;6;15;20;22;8;9;21;7;16;19;3
2588;18;15;21;9;4;22;5;23;10;3;25;8;24;17;14
2589;25;21;14;2;7;18;4;8;22;1;24;15;10;5;9
2590;4;7;1;21;25;9;13;5;10;24;18;3;20;16;15
2591;7;11;1;4;12;24;23;3;5;17;21;9;14;20;2
2592;4;15;23;25;19;21;22;5;14;7;6;1;18;2;10
2593;10;6;8;17;21;9;22;13;1;12;15;20;5;24;23
2594;20;14;12;22;21;5;16;24;23;9;4;25;15;18;11
2595;25;17;6;16;4;24;22;2;12;9;3;10;18;14;20
2596;5;19;12;2;13;6;9;20;15;11;16;17;25;14;24
2597;16;19;21;12;15;13;23;25;17;9;14;11;7;4;8
2598;13;25;10;23;18;11;3;19;1;20;14;12;6;9;17
2599;11;22;23;19;8;17;6;3;4;18;13;9;2;1;10
2600;25;12;10;14;7;23;5;24;15;16;9;2;18;11;22
2601;13;17;1;23;7;22;16;3;15;24;20;5;21;6;4
2602;20;3;11;8;5;2;6;16;10;23;19;12;18;1;4
2603;5;20;25;17;3;7;21;2;19;11;24;15;13;9;10
2604;13;22;12;7;16;23;5;6;9;19;14;15;20;4;18
2605;25;23;22;2;11;5;12;16;7;1;19;15;24;21;9
2606;7;3;9;21;18;6;19;11;24;23;20;8;10;16;14
2607;7;1;25;10;23;14;24;3;22;8;17;9;18;5;16
2608;4;8;18;1;11;2;25;24;19;9;12;14;17;15;23
2609;18;11;3;9;21;24;5;6;20;15;12;25;19;17;7
2610;24;22;5;7;9;17;8;20;11;16;15;1;10;12;3
2611;13;8;2;6;19;14;5;17;25;7;4;22;3;21;15
2612;1;25;10;17;20;18;23;9;21;16;6;13;3;11;19
2613;3;19;21;15;2;18;25;11;14;16;6;1;8;20;5
2614;21;16;19;23;13;17;4;2;10;1;20;25;3;6;24
2615;2;17;15;22;5;20;21;14;9;10;25;8;19;6;3
2616;9;3;6;16;22;21;25;4;10;7;14;12;2;18;1
2617;13;10;3;24;25;12;7;5;8;11;22;6;18;17;1
2618;11;16;4;17;20;18;19;9;3;2;5;1;7;6;25
2619;10;13;5;7;9;17;11;16;15;4;12;20;25;6;3
2620;19;7;14;1;18;2;10;15;23;16;11;5;3;13;9
2621;20;14;2;22;25;12;5;7;11;23;15;3;4;9;10
2622;2;4;25;12;10;17;9;3;8;6;19;1;5;20;13
2623;13;22;16;5;15;10;12;24;11;18;1;23;6;4;7
2624;22;20;7;21;23;2;8;24;14;5;25;17;4;18;12
2625;21;8;9;7;13;10;12;4;19;11;5;25;20;18;3
2626;10;22;13;4;14;3;8;17;11;23;6;5;24;12;20
2627;24;1;7;20;3;13;10;14;17;22;25;9;8;16;21
2628;13;15;21;12;11;9;1;10;25;20;23;22;17;14;4
2629;21;12;5;19;25;6;22;13;9;10;2;7;14;4;3
2630;17;14;8;9;25;22;3;16;21;20;2;1;6;13;10
2631;21;5;8;4;17;24;20;18;14;2;23;19;6;7;11
2632;19;5;13;7;16;15;9;1;21;22;12;11;20;17;4
2633;18;17;16;1;11;9;15;25;19;24;6;3;14;4;12
2634;14;3;10;24;15;22;1;21;9;18;4;20;7;2;16
2635;23;11;13;2;17;5;25;14;6;8;21;10;4;20;15
2636;4;11;18;3;22;7;1;9;5;10;8;24;13;15;25
2637;2;19;5;22;24;12;8;10;9;25;4;23;20;13;21
2638;19;18;2;24;4;21;23;15;14;12;22;10;25;5;9
2639;9;21;16;3;11;7;12;8;2;22;15;20;14;18;24
2640;10;12;16;15;9;21;3;7;6;18;14;19;22;25;11
2641;9;4;1;19;24;20;13;17;8;12;7;5;3;23;14
2642;21;8;5;14;2;24;22;19;17;13;9;20;16;4;15
2643;22;1;13;16;3;4;11;19;18;6;25;20;2;12;9
2644;13;6;5;11;18;16;10;19;2;8;20;17;12;15;1
2645;6;1;24;14;7;20;2;15;11;5;13;3;18;12;17
2646;20;23;25;14;13;10;17;12;22;3;8;9;2;6;15
2647;25;5;17;4;1;9;3;13;19;24;22;10;18;6;16
2648;20;18;11;16;12;7;25;14;10;15;13;8;4;22;17
2649;24;20;17;10;7;14;6;23;2;16;8;3;15;19;12
2650;20;15;19;13;6;18;22;2;11;9;14;12;4;5;7
2651;4;25;11;13;18;15;24;12;19;10;3;17;16;22;23
2652;8;3;10;12;6;16;14;17;1;5;19;4;15;24;25
2653;13;10;21;3;9;8;14;20;7;17;12;19;15;18;2
2654;16;20;13;9;19;10;17;1;3;21;15;24;25;5;6
2655;13;14;11;21;15;19;16;9;5;6;23;20;1;22;8
2656;11;12;20;10;2;19;25;3;9;7;13;18;21;17;4
2657;16;6;7;15;10;12;24;8;13;17;3;1;2;5;21
2658;8;14;12;9;5;4;18;16;21;3;2;24;1;15;10
2659;20;7;11;24;18;22;23;1;13;19;15;5;3;21;10
2660;18;25;10;21;19;3;15;24;6;2;13;1;16;8;14
2661;17;15;16;9;8;12;18;22;5;6;4;10;3;1;25
2662;20;17;13;10;16;19;5;14;12;6;9;23;22;4;3
2663;16;1;22;25;3;6;19;13;21;12;5;18;14;11;7
2664;18;23;1;7;6;10;5;25;8;4;12;11;17;9;24
2665;19;20;7;3;12;25;15;6;21;13;11;16;8;9;18
2666;21;23;19;2;4;22;24;12;8;20;11;7;13;3;10
2667;20;4;3;19;23;25;1;8;9;10;13;24;2;15;11
2668;16;23;9;24;17;3;19;15;20;5;22;8;1;13;18
2669;1;6;14;7;15;21;8;10;9;4;24;20;25;11;19
2670;17;5;23;13;15;18;1;8;25;3;24;7;21;19;22
2671;2;10;8;1;13;11;20;18;9;12;21;7;25;22;5
2672;10;16;6;24;3;5;21;11;19;9;13;17;15;2;22
2673;15;11;14;12;3;10;4;8;7;23;20;24;5;22;2
2674;5;1;12;20;25;3;14;4;11;13;7;16;8;2;15
2675;2;10;18;4;24;12;20;16;14;22;7;9;25;23;13
2676;8;22;9;23;2;19;13;25;14;21;6;15;16;11;18
2677;1;18;17;24;14;16;22;4;11;6;12;8;10;3;21
2678;20;16;6;9;11;10;15;17;7;5;4;22;8;24;2
2679;25;9;8;20;16;7;13;19;24;4;12;10;22;6;5
2680;20;15;4;16;11;17;5;2;23;24;13;10;19;9;1
2681;24;18;7;4;14;2;13;19;21;16;22;10;17;12;8
2682;4;23;7;16;9;14;19;11;24;12;6;3;8;15;10
2683;8;25;10;14;2;11;13;21;22;12;3;20;23;4;1
2684;25;15;10;11;6;9;2;7;4;8;20;22;23;13;12
2685;7;24;18;8;4;25;16;5;17;9;6;21;22;20;11
2686;5;9;20;4;14;24;1;19;3;21;7;15;16;8;13
2687;21;20;3;11;16;15;14;10;7;5;6;4;19;22;13
2688;7;11;18;2;17;6;14;4;5;25;10;20;16;22;8
2689;4;8;10;22;16;23;24;9;5;3;21;18;14;15;2
2690;3;21;7;5;17;8;20;1;11;24;18;23;15;6;12
2691;1;12;24;13;6;17;21;2;18;9;19;11;15;10;25
2692;6;13;21;14;9;4;24;8;15;3;22;2;11;20;1
2693;14;24;3;25;22;16;10;20;19;21;8;13;7;9;15
2694;10;12;15;9;3;13;5;23;11;20;24;21;7;14;8
2695;9;23;8;25;13;15;2;11;20;17;21;24;10;12;1
2696;1;4;3;2;22;7;16;8;13;6;15;18;14;11;9
2697;20;9;25;11;6;15;5;18;2;21;10;22;14;19;13
2698;22;23;9;10;2;20;1;3;24;17;8;25;4;12;5
2699;24;13;14;11;16;20;7;4;3;22;23;8;15;1;6
2700;16;13;17;3;4;6;9;19;7;21;5;25;14;22;24
2701;3;14;1;19;22;25;18;9;7;16;23;4;21;12;5
2702;25;1;19;15;6;2;17;4;21;16;7;14;18;10;23
2703;12;14;24;21;17;7;20;23;13;10;1;9;2;5;19
2704;20;18;7;2;9;19;13;5;23;11;21;16;10;8;12
2705;14;4;18;22;7;19;9;24;3;25;16;8;2;20;17
2706;10;1;8;3;9;12;7;21;22;15;4;25;18;13;11
2707;9;21;10;18;25;5;4;11;14;17;2;1;8;15;16
2708;23;14;1;18;13;5;2;6;25;21;22;19;16;3;24
2709;21;19;11;2;24;22;25;13;3;9;10;5;1;12;23
2710;10;13;16;2;14;1;12;24;3;11;20;4;17;7;25
2711;11;20;4;1;3;15;18;24;16;19;12;25;23;22;8
2712;25;24;19;16;20;22;2;17;23;13;12;3;8;11;18
2713;3;6;22;19;9;21;18;15;12;2;24;7;20;5;8
2714;5;18;21;9;3;2;24;11;8;6;23;17;25;16;13
2715;2;17;14;13;15;12;7;6;18;23;11;4;25;19;22
2716;6;24;14;20;17;9;15;18;4;19;8;21;1;10;13
2717;16;2;21;10;22;17;14;24;20;3;9;4;15;5;11
2718;3;2;22;21;4;19;6;23;8;25;20;12;15;7;1
2719;17;11;1;10;4;8;24;5;6;14;15;22;23;13;19
2720;23;8;21;15;17;13;7;19;6;22;9;5;1;4;11
2721;12;18;14;10;3;5;20;21;25;13;11;8;19;16;1
2722;12;25;20;6;3;24;22;18;1;5;2;4;8;21;23
2723;15;23;8;21;6;1;24;20;3;22;10;2;7;17;12
2724;13;17;1;12;25;20;5;19;22;8;24;14;21;6;3
2725;8;2;17;5;7;10;14;11;12;22;23;24;4;1;9
2726;10;14;9;2;8;11;21;5;20;19;6;17;18;16;23
2727;13;20;11;2;12;23;17;18;4;10;16;3;19;8;9
2728;4;14;10;20;18;13;1;22;11;17;3;9;5;2;16
2729;13;12;25;20;22;19;2;9;21;14;6;5;4;8;10
2730;11;19;15;14;24;7;21;13;16;20;25;4;10;23;2
2731;9;3;13;18;12;20;11;8;1;7;14;25;21;19;23
2732;15;18;21;3;6;19;12;10;5;24;25;20;8;16;2
2733;3;4;24;1;19;12;21;10;22;14;7;6;8;25;11
2734;1;6;14;11;8;17;15;18;3;5;23;12;10;21;22
2735;12;4;5;1;2;18;17;23;14;9;21;8;24;6;11
2736;25;20;11;6;19;1;23;15;12;17;14;3;18;8;21
2737;4;24;7;5;16;11;25;9;17;3;18;23;10;19;20
2738;13;12;14;19;21;20;15;3;10;1;4;24;25;16;11
2739;15;16;23;11;5;1;7;13;3;22;4;18;25;6;2
2740;19;15;13;6;2;7;8;5;9;17;23;11;10;3;14
2741;7;13;5;6;2;23;4;9;15;1;22;8;24;25;18
2742;12;4;9;13;14;15;20;5;1;7;11;18;17;22;2
2743;13;9;1;8;12;19;17;6;18;16;4;23;20;24;22
2744;4;1;23;11;12;6;21;25;7;2;20;9;8;3;15
2745;14;15;10;12;23;7;6;19;17;25;22;11;9;1;24
2746;19;3;4;18;24;11;17;25;1;10;7;6;13;12;23
2747;18;7;14;5;21;20;12;2;17;25;1;8;19;10;11
2748;1;4;2;19;16;6;9;22;8;14;23;5;12;24;10
2749;12;20;13;6;9;7;24;16;2;18;21;10;5;22;14
2750;22;1;2;7;17;8;14;13;9;21;18;23;6;16;11
2751;5;17;13;3;24;15;25;16;2;10;9;1;12;23;19
2752;11;17;15;22;12;21;23;2;4;10;25;3;16;20;7
2753;17;14;2;11;12;24;18;21;16;5;22;20;7;25;8
2754;9;18;17;19;14;24;25;20;3;10;13;4;8;16;2
2755;3;17;23;5;15;8;22;16;10;9;11;7;1;12;21
2756;23;1;5;12;20;8;18;21;2;11;22;14;6;15;10
2757;23;19;12;25;5;6;3;13;8;10;17;9;1;18;7
2758;11;21;13;12;4;22;7;1;16;18;3;23;24;10;2
2759;7;9;11;19;12;2;21;17;15;13;20;10;18;3;23
2760;11;2;13;1;24;6;10;7;14;20;18;17;22;4;15
2761;21;17;19;20;15;13;8;14;1;18;4;2;11;22;3
2762;5;11;21;24;16;12;2;23;17;19;6;22;9;13;10
2763;16;20;23;6;18;1;11;10;9;4;2;19;13;15;8
2764;1;16;12;10;2;23;13;4;19;20;24;11;7;25;5
2765;11;16;25;6;21;23;3;15;20;19;5;7;24;14;2
2766;11;21;22;17;14;4;25;19;9;23;8;3;1;6;15
2767;7;18;15;8;2;19;17;11;6;24;3;21;16;22;20
2768;22;14;23;7;20;1;25;4;15;9;16;5;11;19;13
2769;12;2;10;17;16;24;1;25;5;7;11;3;18;21;8
2770;4;19;12;8;20;18;11;10;15;21;6;2;3;13;23
2771;7;25;16;18;23;4;8;17;22;12;19;6;9;15;20
2772;24;17;1;23;12;2;9;16;11;8;10;19;25;7;5
2773;18;16;20;7;5;3;21;14;23;24;11;2;1;4;22
2774;6;20;4;2;1;15;23;24;13;12;18;21;25;8;22
2775;4;23;18;12;2;20;22;14;19;1;3;25;8;15;24
2776;20;12;5;13;18;19;4;15;8;23;1;14;17;22;2
2777;12;11;21;13;24;8;7;9;17;15;14;20;3;25;6
2778;11;9;5;13;22;15;12;1;20;18;19;25;6;10;4
2779;6;11;21;23;15;9;7;20;10;12;25;1;18;2;8
2780;3;7;10;4;13;22;11;23;19;17;9;14;24;20;21
2781;3;23;8;5;18;15;16;20;17;4;10;25;24;7;14
2782;12;22;18;6;17;4;11;20;19;24;16;1;9;23;10
2783;11;10;19;20;21;13;25;15;7;24;4;22;2;9;8
2784;6;3;14;11;1;22;25;8;4;15;2;10;21;19;7
2785;9;4;1;21;11;19;17;18;5;15;24;20;25;23;14
2786;18;16;23;7;1;15;21;25;6;5;3;2;10;17;12
2787;24;22;16;11;23;9;4;14;21;7;12;18;1;25;19
2788;3;15;7;9;14;10;5;12;20;24;6;19;8;2;25
2789;14;18;4;9;13;12;25;15;6;19;8;3;7;20;10
2790;21;12;5;7;9;22;3;16;13;11;8;10;20;2;25
2791;3;11;17;20;6;24;14;15;25;4;22;16;10;23;8
2792;17;11;16;21;6;20;13;18;3;23;1;25;8;10;9
2793;20;3;21;22;13;5;14;2;15;4;6;24;8;7;18
2794;22;17;8;10;2;21;6;14;16;25;15;1;5;20;3
2795;9;8;7;15;3;22;25;1;19;6;2;5;4;18;11
2796;22;20;1;9;25;21;15;10;12;24;3;16;4;19;7
2797;13;5;11;6;10;23;16;20;22;3;14;4;25;18;19
2798;14;3;24;7;20;23;12;16;22;18;5;8;15;2;1
2799;6;10;11;23;9;15;21;22;16;20;3;13;14;18;1
2800;20;7;22;17;13;14;23;9;21;2;15;6;3;5;16
2801;1;25;9;20;24;7;3;16;15;19;2;12;22;17;18
2802;18;23;3;6;16;25;9;1;13;8;22;17;2;12;4
2803;5;24;13;16;12;6;25;14;18;1;21;7;8;9;20
2804;10;21;9;13;24;2;23;12;8;16;11;14;7;3;4
2805;10;5;11;19;7;18;25;6;14;8;13;20;22;12;23
2806;19;23;5;20;25;4;13;1;16;11;3;12;14;2;17
2807;6;1;12;5;7;3;13;24;10;11;16;22;9;15;14
2808;4;15;14;24;12;8;9;21;20;10;13;22;19;18;6
2809;18;21;13;4;22;19;15;2;25;5;7;24;8;20;1
2810;2;11;23;25;13;5;4;18;12;19;20;24;7;10;14
2811;5;22;6;8;2;23;11;7;16;15;4;3;25;10;9
2812;19;24;21;14;15;13;3;23;11;22;12;25;8;20;1
2813;4;24;7;22;15;11;3;2;25;19;18;21;13;14;1
2814;4;15;11;25;22;24;13;8;20;2;12;7;19;1;23
2815;9;3;13;5;22;18;19;8;7;10;4;24;25;6;16
2816;9;11;21;24;1;8;18;16;13;25;15;2;19;14;22
2817;20;3;22;24;7;8;18;25;4;19;13;12;21;5;17
2818;17;1;11;4;9;7;5;13;3;2;14;12;10;24;15
2819;22;2;1;23;21;10;4;11;5;6;24;8;14;18;20
2820;4;5;12;6;21;25;10;9;14;23;20;19;18;17;13
2821;9;12;2;20;23;13;5;4;8;6;22;21;3;10;19
2822;5;10;1;20;23;9;21;17;3;25;11;12;4;24;6
2823;24;16;20;14;21;1;15;18;19;4;25;13;23;17;6
2824;21;5;14;9;2;1;13;25;7;16;20;24;22;15;12
2825;20;8;3;24;18;21;2;9;22;6;4;17;25;7;14
2826;23;11;2;21;13;17;5;3;18;7;9;12;16;1;19
2827;19;2;17;5;6;13;16;24;21;7;15;1;3;18;10
2828;17;8;16;14;18;20;19;1;5;12;11;21;6;15;25
2829;17;5;8;2;9;18;25;15;11;10;3;7;13;14;6
2830;17;3;12;18;11;25;2;21;8;13;22;20;10;9;4
2831;7;25;5;17;15;3;14;11;10;16;20;19;2;13;22
2832;23;2;1;11;15;24;14;21;16;3;22;19;5;20;6
2833;6;5;14;4;18;23;16;22;24;11;2;19;13;25;3
2834;8;11;25;22;17;10;19;6;14;1;20;12;23;13;21
2835;9;14;2;12;25;6;22;8;21;7;13;10;16;4;15
2836;20;23;1;18;15;3;7;2;4;21;9;22;12;14;17
2837;10;1;22;18;24;8;5;21;20;25;6;12;17;19;2
2838;13;12;11;23;15;6;3;21;16;5;10;7;8;4;25
2839;15;10;17;3;16;5;1;4;18;24;13;12;21;20;6
2840;5;11;20;10;22;24;1;7;13;25;6;16;14;2;4
2841;5;23;9;3;8;18;7;14;20;19;6;25;21;24;17
2842;18;10;3;21;8;20;6;22;24;25;17;12;7;13;11
2843;9;10;24;2;20;21;23;18;7;22;12;4;25;13;16
2844;10;7;25;22;12;6;5;4;23;11;14;13;17;21;24
2845;15;19;24;1;8;11;12;2;10;7;18;20;5;17;23
2846;15;24;10;12;8;23;9;19;6;20;17;21;4;13;14
2847;21;10;22;9;15;5;2;24;18;13;4;8;12;6;14
2848;13;7;19;23;2;6;25;4;1;16;11;12;17;9;24
2849;12;20;10;6;1;16;19;25;21;15;11;18;24;9;2
2850;14;9;24;16;2;11;20;6;19;1;15;23;22;12;18
2851;1;22;16;20;19;25;21;15;9;6;3;10;12;8;5
2852;19;9;24;2;22;10;15;1;12;4;13;17;8;6;14
2853;9;24;14;4;3;2;1;11;5;22;17;13;12;21;25
2854;7;14;10;5;19;9;20;1;12;23;25;8;17;3;15
2855;23;19;24;9;7;10;1;2;16;17;4;8;3;21;22
2856;4;24;2;1;12;23;5;22;18;25;3;9;20;7;15
2857;3;7;6;23;8;17;22;10;15;1;4;12;19;9;16
2858;1;11;6;20;17;13;12;5;2;19;24;15;4;22;8
2859;5;25;8;1;9;17;22;12;2;11;21;14;6;18;10
2860;12;5;13;21;8;14;1;3;18;9;15;2;20;4;16
2861;18;16;7;19;25;12;1;20;14;10;11;17;5;21;15
2862;12;20;18;8;4;13;22;2;21;23;3;16;1;9;6
2863;1;11;13;20;8;6;14;21;9;22;2;25;5;7;19
2864;19;10;15;6;3;5;7;4;9;16;17;11;23;22;8
2865;12;18;14;13;9;22;21;4;20;5;23;11;15;2;6
2866;17;22;3;11;2;14;12;21;7;1;25;24;16;9;8
2867;25;7;15;21;12;20;14;13;22;18;23;10;9;5;1
2868;1;10;8;24;2;3;22;9;14;17;25;7;23;4;6
2869;3;16;25;11;1;6;23;2;19;9;4;13;10;24;7
2870;14;10;11;19;15;16;17;5;1;9;2;7;22;4;25
2871;17;6;16;10;20;2;25;21;12;8;23;7;1;9;5
2872;23;6;2;25;17;7;19;14;12;21;18;13;9;22;1
2873;24;18;22;25;15;12;10;14;21;8;16;1;23;7;6
2874;4;3;6;20;11;10;17;12;19;9;13;18;7;1;23
2875;15;4;25;11;14;13;12;18;1;19;6;2;8;9;7
2876;18;2;15;20;7;3;22;16;10;14;9;25;6;5;8
2877;19;24;14;22;13;1;3;15;17;10;9;12;7;20;25
2878;11;14;13;21;7;1;15;5;12;4;24;2;22;18;20
2879;20;12;17;16;1;19;13;25;3;6;4;24;2;10;7
2880;4;8;22;12;14;15;13;7;2;1;5;21;23;9;25
2881;7;25;6;10;3;4;16;11;23;18;1;12;19;20;13
2882;19;23;14;20;16;9;2;24;22;17;3;7;6;10;21
2883;20;15;17;9;8;25;10;5;12;11;18;7;21;19;13
2884;1;6;3;12;23;22;16;20;2;18;11;21;14;10;7
2885;24;11;22;7;14;18;3;23;19;16;10;8;2;21;17
2886;9;17;25;19;8;1;4;24;15;7;16;5;22;13;14
2887;22;19;10;9;3;20;12;11;1;17;18;24;2;7;21
2888;20;13;15;8;7;22;2;24;10;12;25;4;19;17;1
2889;6;8;15;7;20;16;12;18;10;4;24;23;2;14;25
2890;7;21;16;4;18;23;1;6;20;15;9;12;11;19;10
2891;13;17;24;12;5;10;2;21;20;1;11;23;18;15;6
2892;19;10;22;16;20;6;9;14;5;4;17;23;8;21;18
2893;8;20;19;21;11;17;23;4;6;1;25;24;9;5;10
2894;14;5;2;3;1;17;6;15;7;13;20;22;23;8;4
2895;24;17;15;8;2;16;9;25;5;11;3;18;14;21;22
2896;8;7;23;24;18;13;9;20;2;1;17;16;5;15;11
2897;11;14;12;18;19;17;25;21;24;13;10;9;7;1;23
2898;6;20;16;10;18;1;14;12;15;17;22;23;9;21;24
2899;15;22;3;7;13;16;8;14;19;18;5;25;10;2;17
2900;10;3;11;18;5;14;19;4;25;7;20;1;23;6;24
2901;5;1;14;15;4;10;17;22;23;21;16;9;20;13;25
2902;8;24;21;4;6;11;10;15;13;25;5;7;19;2;3
2903;16;12;5;25;10;18;14;24;3;23;4;2;17;20;21
2904;21;11;5;18;9;17;10;14;1;8;24;22;2;4;20
2905;22;13;20;4;10;6;2;23;24;1;11;3;16;9;14
2906;20;3;18;9;13;23;19;2;6;15;1;17;7;5;16
2907;20;16;2;15;3;23;8;9;13;10;1;22;14;7;17
2908;10;6;22;5;7;14;19;11;17;18;12;20;16;24;13
2909;17;20;18;6;19;12;5;2;23;9;21;7;10;24;16
2910;23;19;1;18;9;20;15;2;6;24;8;21;10;7;13
2911;23;9;25;3;20;8;10;16;11;4;18;24;19;22;6
2912;15;4;6;23;14;19;20;25;22;2;16;10;17;11;1
2913;17;9;15;10;7;22;3;24;19;8;25;4;21;6;12
2914;5;10;25;17;4;20;3;18;6;11;9;16;21;7;8
2915;14;25;13;15;16;11;4;6;2;12;7;19;23;21;9
2916;22;18;25;20;12;11;24;1;17;3;21;5;15;14;19
2917;16;25;23;19;4;10;6;15;14;3;20;24;21;17;9
2918;2;10;18;8;12;23;7;20;16;15;11;14;25;6;24
2919;22;9;13;20;10;16;5;18;6;4;3;17;7;24;25
2920;21;14;5;12;18;1;7;4;2;22;10;6;9;17;13
2921;4;24;1;7;16;15;13;17;18;22;9;3;14;21;19
2922;5;19;17;11;1;4;8;21;6;16;24;12;2;15;13
2923;9;22;20;24;25;16;6;12;17;7;18;23;13;4;11
2924;8;9;2;6;14;24;3;4;23;18;5;7;12;20;13
2925;21;11;7;22;4;10;24;18;5;25;23;9;3;8;6
2926;25;24;17;22;3;18;9;15;4;8;7;2;19;13;1
2927;12;4;8;16;9;1;7;21;17;22;11;14;24;15;23
2928;17;3;7;14;24;15;13;9;1;16;21;18;4;19;6
2929;6;21;11;2;7;25;18;15;24;9;20;12;4;1;17
2930;19;3;1;22;14;6;4;2;7;10;21;11;23;9;16
2931;14;6;5;11;1;2;20;18;19;21;13;7;4;17;16
2932;11;16;8;7;18;20;17;24;6;9;2;5;10;21;14
2933;3;8;7;22;15;2;17;1;6;4;18;14;25;10;20
2934;20;13;3;2;10;7;6;12;8;11;24;18;19;16;23
2935;24;4;14;9;25;22;19;1;13;15;21;3;8;6;20
2936;20;4;16;8;13;12;19;18;23;21;1;24;11;10;9
2937;9;4;17;8;6;5;21;24;23;10;2;1;25;13;3
2938;5;21;6;10;3;2;15;24;11;20;9;1;8;4;17
2939;9;2;13;7;5;10;18;12;23;22;17;3;11;6;20
2940;13;9;7;8;25;1;15;21;20;11;14;5;24;2;12
2941;20;17;7;8;25;12;10;21;22;11;6;4;5;24;14
2942;17;6;16;10;5;8;9;19;14;18;20;4;25;23;7
2943;18;4;12;1;9;10;25;11;5;20;19;8;16;17;15
2944;17;5;18;11;13;20;2;12;15;7;4;24;1;21;6
2945;10;21;7;13;20;5;25;15;14;6;18;8;19;17;22
2946;5;1;16;20;23;3;13;15;4;24;12;14;25;19;10
2947;13;20;9;25;4;24;11;8;2;7;22;15;3;6;12
2948;16;11;10;5;18;21;3;7;25;23;24;12;8;1;9
2949;18;23;24;20;7;14;17;21;13;9;6;16;12;15;22
2950;7;1;14;8;9;25;16;6;17;20;3;22;10;19;13
2951;22;17;21;20;3;6;19;10;8;16;9;18;15;1;13
2952;2;5;19;20;9;3;11;4;12;21;1;8;16;22;6
2953;23;13;8;20;4;9;3;5;22;1;17;19;21;7;18
2954;9;10;12;7;2;25;23;18;5;1;19;3;24;22;14
2955;12;6;8;24;1;2;19;13;4;23;17;18;16;11;3
2956;14;21;22;17;7;25;3;5;16;9;19;20;18;24;23
2957;10;21;20;1;9;11;15;5;2;8;24;17;4;7;19
2958;23;25;7;10;6;12;24;22;18;4;13;14;11;20;8
2959;20;14;4;3;8;15;1;5;21;10;24;23;11;25;16
2960;11;2;15;25;9;19;1;4;3;12;23;5;8;16;20
2961;3;25;9;18;1;7;8;5;23;20;13;10;4;17;15
2962;9;12;22;24;15;17;25;7;3;18;20;1;6;14;11
2963;13;11;14;15;4;3;1;10;12;18;9;2;25;24;21
2964;5;4;18;1;22;10;12;3;9;7;14;23;25;20;11
2965;11;19;7;23;10;15;14;17;1;24;16;12;18;3;8
2966;22;18;23;13;1;6;17;3;11;19;20;12;7;4;8
2967;6;7;22;3;9;19;2;20;1;8;4;25;18;14;17
2968;15;7;20;19;5;2;4;6;18;13;14;9;21;10;23
2969;17;21;3;22;24;18;19;20;11;23;5;9;4;6;13
2970;2;15;20;25;3;13;8;14;22;9;18;1;11;12;21
2971;11;10;16;25;12;2;21;5;14;1;20;17;15;18;4
2972;12;25;18;5;6;20;19;11;3;8;13;4;14;24;21
2973;17;8;14;4;20;2;6;9;19;10;11;25;18;1;16
2974;12;24;10;20;6;18;15;8;14;13;9;19;16;4;21
2975;23;20;18;17;8;22;5;15;11;16;13;21;24;14;12
2976;9;1;12;8;4;24;14;20;2;21;17;18;13;6;10
